firstdate;marketcode;segmentcode;isincode;description;currencycode;minimumlot;status;issuedate;issueprice;redemptiondate;redemptionprice;
21/05/2025;MOT;DOMESTICMOT;IT0005651382;B.P.Sondrio Fx 2.75% May30 Est Cov Eur;EUR;100000;Senior;21/05/2025;;21/05/2030;;
21/05/2025;MOT;EUROMOT;XS3077018714;Nexi Fx 3.875% May31 Call Eur;EUR;100000;Senior;21/05/2025;;21/05/2031;;
20/05/2025;EUROTLX;EUROTLX;IT0005650830;Isp Fx 2.35% May27 Eur;EUR;100000;;;;20/05/2027;;
20/05/2025;MOT;EUROMOT;XS3041229439;Kfw Green Fx 4.25% Apr30 Nok;NOK;10000;Senior;02/04/2025;;30/04/2030;;
20/05/2025;MOT;EUROMOT;XS2552878857;Bei Green Fx 3.75% May28 Nok;NOK;10000;Senior;09/11/2022;;09/05/2028;;
20/05/2025;MOT;EUROMOT;EU000A4D7YA1;Bei Green Fx 4.329% Apr30 Nok;NOK;10000;Senior;02/04/2025;;02/04/2030;;
16/05/2025;MOT;EUROMOT;XS3075392251;Italy Mc Nov35 Eur;EUR;100000;Senior;16/05/2025;;16/11/2035;;
16/05/2025;MOT;EUROMOT;US459058LU59;World Bank Sustainable Fx 4% May32 Usd;USD;1000;Senior;06/05/2025;;06/05/2032;;
14/05/2025;MOT;EUROMOT;FI4000587415;Finland Fx 3% Sep35 Eur;EUR;1000;Senior;07/05/2025;;15/09/2035;;
13/05/2025;EUROTLX;EUROTLX;XS3047452316;Lottomaticag Fx 4.875% Jan31 Call Eur;EUR;100000;;;;31/01/2031;;
13/05/2025;EUROTLX;EUROTLX;IT0005650335;Unicredit Spa Fx 4.75% May32 Usd;USD;2000;;;;13/05/2032;;
13/05/2025;MOT;EUROMOT;XS3063879442;Bulgaria Fx 4.125% May38 Eur;EUR;1000;Senior;07/05/2025;;07/05/2038;;
13/05/2025;MOT;EUROMOT;XS3063879368;Bulgaria Fx 3.5% May34 Eur;EUR;1000;Senior;07/05/2025;;07/05/2034;;
13/05/2025;MOT;EUROMOT;XS2737642830;Ebrd Zc Jun26 Try;TRY;1000;Senior;21/12/2023;;22/06/2026;;
13/05/2025;MOT;EUROMOT;US459058LT86;Worldbank Sustainable Fx 3.625%May28 Usd;USD;1000;Senior;06/05/2025;;05/05/2028;;
13/05/2025;MOT;EUROMOT;IT0005650335;Unicredit Spa Fx 4.75% May32 Usd;USD;2000;Senior;13/05/2025;;13/05/2032;;
12/05/2025;MOT;EUROMOT;PTOTE4OE0008;Portugal Fx 3.375% Jun40 Eur;EUR;1;Senior;08/05/2025;;15/06/2040;;
12/05/2025;MOT;BOT;IT0005650574;Bot Zc May26 A Eur;EUR;1000;Senior;;;14/05/2026;;
07/05/2025;EUROTLX;EUROTLX;IT0005641235;Unicredit Spa Mc Ind Link Apr31 Eur;EUR;1000;;;;29/04/2031;;
05/05/2025;EUROTLX;EUROTLX;XS2998271436;Barclaysbank Mc May37 Call Eur;EUR;1000;;;;05/05/2037;;
05/05/2025;MOT;EUROMOT;XS3050996605;Adb Fx 37.5% Apr28 Try;TRY;10000;Senior;25/04/2025;;25/04/2028;;
02/05/2025;EUROTLX;EUROTLX;IT0005614273;Bcc Pianfei Fx 2.5% Oct27 Eur;EUR;1000;;;;01/10/2027;;
30/04/2025;EUROTLX;EUROTLX;XS2964612969;Deutschebank Green Fr Apr31 Eur;EUR;1000;;;;30/04/2031;;
30/04/2025;MOT;BTP;IT0005648149;Btp Fx 3.6% Oct35 Eur;EUR;1000;Senior;02/05/2025;;01/10/2035;;
29/04/2025;EUROTLX;EUROTLX;XS3000760416;Gsi Oc Ind Link Apr30 Eur;EUR;1000;;;;24/04/2030;;
29/04/2025;EUROTLX;EUROTLX;IT0005643553;Mediobanca Fr Eur3m+0.35% Apr27 Eur;EUR;1000;;;;28/04/2027;;
29/04/2025;MOT;EUROMOT;FR001400Z2L7;Oat Fx 2.7% Feb31 Eur;EUR;1;Senior;25/02/2025;;25/02/2031;;
25/04/2025;MOT;EUROMOT;XS3037093716;World Bank Sustainable Sc Apr30call Eur;EUR;1000;Senior;25/04/2025;;25/04/2030;;
25/04/2025;MOT;EUROMOT;XS2982321460;Gs Group Sc Apr35 Call Eur;EUR;100;Senior;24/04/2025;;24/04/2035;;
25/04/2025;MOT;EUROMOT;XS2982318243;Gs Group Sc Apr35 Call Usd;USD;100;Senior;24/04/2025;;24/04/2035;;
24/04/2025;EUROTLX;EUROTLX;XS3048498946;Sg Issuer Mc Apr37 Call Eur;EUR;1000;;;;24/04/2037;;
24/04/2025;EUROTLX;EUROTLX;XS3048498789;Sg Issuer Mc Apr37 Call Eur;EUR;1000;;;;24/04/2037;;
24/04/2025;EUROTLX;EUROTLX;XS2964616879;Deutschebank Oc Ind Link Apr30 Eur;EUR;1000;;;;23/04/2030;;
23/04/2025;MOT;BTP;IT0005647273;Btpi Fx May56 Eur;EUR;1000;Senior;15/11/2024;;15/05/2056;;
23/04/2025;MOT;BTP;IT0005647265;Btp Fx 3.25% Jul32 Eur;EUR;1000;Senior;25/04/2025;;15/07/2032;;
17/04/2025;EUROTLX;EUROTLX;IT0006768151;Carraro Finance Fx 5.25% Apr30 Call Eur;EUR;1000;;;;17/04/2030;;
17/04/2025;MOT;EUROMOT;XS3046403914;Kfw Green Fx 2.15% Apr30 Cny;CNY;1000000;Senior;09/04/2025;;09/04/2030;;
17/04/2025;MOT;EUROMOT;XS2934329967;World Bank Sustainable Fx 10% Nov27 Brl;BRL;5000;Senior;08/11/2024;;08/11/2027;;
17/04/2025;MOT;EUROMOT;XS2920414112;World Bank Sustainable Fx 10% Oct29 Brl;BRL;5000;Senior;17/10/2024;;17/10/2029;;
17/04/2025;MOT;EUROMOT;CA458182EK46;Iadb Fx 3.4% May28 Cad;CAD;1000;Senior;24/05/2023;;24/05/2028;;
17/04/2025;MOT;EUROMOT;CA459058JY02;World Bank Sustainable Fx 1.2% Jul26 Cad;CAD;1000;Senior;22/07/2021;;22/07/2026;;
17/04/2025;MOT;EUROMOT;CA459058JK08;World Bank Sustain Fx 0.875% Sep27 Cad;CAD;1000;Senior;28/09/2020;;28/09/2027;;
16/04/2025;EUROTLX;EUROTLX;XS3041347637;Itelyum Fx 5.75% Apr30 Call Eur;EUR;100000;;;;15/04/2030;;
14/04/2025;EUROTLX;EUROTLX;IT0005644924;Isp Fr Eur3m+0.59% Apr28 Eur;EUR;100000;;;;14/04/2028;;
14/04/2025;EUROTLX;EUROTLX;IT0005644916;Isp Fx 3% Apr29 Eur;EUR;100000;;;;14/04/2029;;
11/04/2025;MOT;EUROMOT;EU000A3K4EG9;Bei Green Fx 3.125% May37 Eur;EUR;1000;Senior;09/04/2025;;15/05/2037;;
11/04/2025;MOT;EUROMOT;DE000BU3Z047;Bund Green Bond Fx 2.5% Feb35 Eur;EUR;1;Senior;10/01/2025;;15/02/2035;;
10/04/2025;EUROTLX;EUROTLX;IT0005645129;Unicredit Spa Mc Apr35 Eur;EUR;1000;;;;10/04/2035;;
10/04/2025;EUROTLX;EUROTLX;IT0005645111;Unicredit Spa Mc Apr38 Eur;EUR;1000;;;;10/04/2038;;
10/04/2025;MOT;DOMESTICMOT;IT0005645111;Unicredit Spa Mc Apr38 Eur;EUR;1000;Senior;10/04/2025;;10/04/2038;;
10/04/2025;MOT;DOMESTICMOT;IT0005645129;Unicredit Spa Mc Apr35 Eur;EUR;1000;Senior;10/04/2025;;10/04/2035;;
10/04/2025;MOT;EUROMOT;EU000A2SCAT6;Efsf Fx 2.625% May30 Eur;EUR;1000;Senior;07/04/2025;;07/05/2030;;
08/04/2025;MOT;DOMESTICMOT;IT0006768151;Carraro Finance Fx 5.25% Apr30 Call Eur;EUR;1000;Senior;17/04/2025;;17/04/2030;;
04/04/2025;EUROTLX;EUROTLX;IT0005643058;Unicredit Spa Fx 3.2% Apr30 Eur;EUR;100000;;;;02/04/2030;;
04/04/2025;EUROTLX;EUROTLX;IT0005642779;Isp Sc Apr35 Usd;USD;2000;;;;02/04/2035;;
04/04/2025;EUROTLX;EUROTLX;IT0005642761;Isp Sc Apr30 Usd;USD;2000;;;;02/04/2030;;
04/04/2025;MOT;EUROMOT;XS3021378388;Romania Fx 6.75% Jul39 Eur;EUR;1000;Senior;02/04/2025;;11/07/2039;;
04/04/2025;MOT;EUROMOT;XS3021378032;Romania Fx 5.875% Jul32 Eur;EUR;1000;Senior;02/04/2025;;11/07/2032;;
04/04/2025;MOT;EUROMOT;IT0005642761;Isp Sc Apr30 Usd;USD;2000;Senior;02/04/2025;;02/04/2030;;
04/04/2025;MOT;EUROMOT;IT0005642779;Isp Sc Apr35 Usd;USD;2000;Senior;02/04/2025;;02/04/2035;;
04/04/2025;MOT;BTP;IT0005550204;Btpstripital Zc Ott39;EUR;1;Senior;23/02/2023;;01/10/2039;;
04/04/2025;MOT;BTP;IT0004976715;Btpstripital Zc Mar38;EUR;1;Senior;22/05/2013;;01/03/2038;;
04/04/2025;MOT;BTP;IT0004976632;Btpstripital Zc Mar34;EUR;1;Senior;22/05/2013;;01/03/2034;;
04/04/2025;MOT;BTP;IT0004976590;Btpstripital Zc Mar32;EUR;1;Senior;22/05/2013;;01/03/2032;;
04/04/2025;MOT;BTP;IT0004848690;Btpstripital Zc Ago39;EUR;1;Senior;01/08/2007;;01/08/2039;;
03/04/2025;EUROTLX;EUROTLX;XS2988685983;Engineering Fr Eur3m+5.75% Feb30 Call;EUR;100000;;;;15/02/2030;;
03/04/2025;EUROTLX;EUROTLX;XS2947181769;Irca Fr Eur3m+3.75% Dec29 Call Eur;EUR;100000;;;;15/12/2029;;
03/04/2025;MOT;EUROMOT;XS3029562439;Adb Zc Mar35 Call Try;TRY;10000;Senior;27/03/2025;;27/03/2035;;
03/04/2025;MOT;EUROMOT;XS3013977395;Ifc Fx 12.75% Aug29 Brl;BRL;10000;Senior;27/02/2025;;27/08/2029;;
03/04/2025;MOT;EUROMOT;XS2875795945;Ebrd Fx 8% Jan30 Brl;BRL;5000;Senior;08/08/2024;;08/01/2030;;
03/04/2025;MOT;EUROMOT;XS1783244970;Ifc Fx 8.375% May29 Mxn;MXN;10000;Senior;27/02/2018;;31/05/2029;;
02/04/2025;EUROTLX;EUROTLX;IT0005636789;Unicredit Spa Fr Eur3m+0.2% Mar29 Eur;EUR;1000;;;;26/03/2029;;
02/04/2025;EUROTLX;EUROTLX;IT0005636797;Unicredit Spa Mc Ind Link Mar31 Eur;EUR;1000;;;;26/03/2031;;
02/04/2025;EUROTLX;EUROTLX;IT0005624108;Bccaltamurgi Fx 2.5% Dec27 Eur;EUR;1000;;;;16/12/2027;;
02/04/2025;MOT;EUROMOT;XS3041419642;Italy Mc Oct35 Eur;EUR;100000;Senior;02/04/2025;;02/10/2035;;
01/04/2025;EUROTLX;EUROTLX;IT0005636805;Mediobanca Fr Eur3m+0.35% Mar27 Eur;EUR;1000;;;;25/03/2027;;
01/04/2025;EUROTLX;EUROTLX;IT0005638280;Mediobanca Fr Eur3m+0.55% Mar28 Eur;EUR;1000;;;;27/03/2028;;
01/04/2025;MOT;EUROMOT;XS3040316971;Inwit Fx 3.75% Apr30 Call Eur;EUR;100000;Senior;01/04/2025;;01/04/2030;;
31/03/2025;MOT;DOMESTICMOT;IT0005641763;B.P.Sondrio Fx 3.071%Mar30 Est Cov Eur;EUR;100000;Senior;31/03/2025;;31/03/2030;;
28/03/2025;MOT;EUROMOT;XS2829701718;Latvia Fx 5.125% Jul34 Usd;USD;200000;Senior;30/05/2024;;30/07/2034;;
28/03/2025;MOT;EUROMOT;XS1953056253;Latvia Fx 1.875% Feb49 Eur;EUR;100000;Senior;19/02/2019;;19/02/2049;;
28/03/2025;MOT;EUROMOT;XS1566190945;Latvia Fx 2.25% Feb47 Eur;EUR;100000;Senior;15/02/2017;;15/02/2047;;
28/03/2025;MOT;EUROMOT;XS1409726731;Latvia Fx 1.375% May36 Eur;EUR;100000;Senior;16/05/2016;;16/05/2036;;
27/03/2025;MOT;EUROMOT;XS2010026487;Hungary Fx 5.5% Jun34 Usd;USD;200000;Senior;16/06/2022;;16/06/2034;;
27/03/2025;MOT;EUROMOT;XS2010026305;Hungary Fx 5.25% Jun29 Usd;USD;200000;Senior;16/06/2022;;16/06/2029;;
27/03/2025;MOT;EUROMOT;XS2010026214;Hungary Fx 4.25% Jun31 Eur;EUR;100000;Senior;16/06/2022;;16/06/2031;;
26/03/2025;EUROTLX;EUROTLX;IT0005634602;Cdp Mc Mar32 Eur;EUR;1000;;;;26/03/2032;;
26/03/2025;MOT;DOMESTICMOT;IT0005634602;Cdp Mc Mar32 Eur;EUR;1000;Senior;26/03/2025;;26/03/2032;;
26/03/2025;MOT;EUROMOT;XS2648672660;Latvia Fx 3.875% Jul33 Eur;EUR;100000;Senior;12/07/2023;;12/07/2033;;
26/03/2025;MOT;EUROMOT;XS2420426038;Latvia Sustainable Fx 0.25% Jan30 Eur;EUR;100000;Senior;13/12/2021;;23/01/2030;;
26/03/2025;MOT;EUROMOT;XS2361416915;Latvia Fx 0% Jan29 Eur;EUR;100000;Senior;07/07/2021;;24/01/2029;;
26/03/2025;MOT;EUROMOT;XS2317123052;Latvia Fx 0% Mar31 Eur;EUR;100000;Senior;17/03/2021;;17/03/2031;;
25/03/2025;MOT;EUROMOT;XS2576364371;Latvia Fx 3.5% Jan28 Eur;EUR;100000;Senior;17/01/2023;;17/01/2028;;
25/03/2025;MOT;EUROMOT;XS2549862758;Latvia Fx 3.875% Mar27 Eur;EUR;100000;Senior;27/10/2022;;25/03/2027;;
25/03/2025;MOT;EUROMOT;XS1829276275;Latvia Fx 1.125% May28 Eur;EUR;100000;Senior;30/05/2018;;30/05/2028;;
25/03/2025;MOT;EUROMOT;XS1501554874;Latvia Fx 0.375% Oct26 Eur;EUR;100000;Senior;07/10/2016;;07/10/2026;;
24/03/2025;MOT;EUROMOT;US459058LR21;World Bank Fx 4.125% Mar30 Usd;USD;1000;Senior;20/03/2025;;20/03/2030;;
21/03/2025;MOT;EUROMOT;XS2993970925;Ifc Zc Feb45 Mxn;MXN;25000;Senior;04/02/2025;;04/02/2045;;
21/03/2025;MOT;EUROMOT;XS2465633225;Kfw Fx 2.875% Feb27 Nok;NOK;10000;Senior;05/04/2022;;17/02/2027;;
21/03/2025;MOT;EUROMOT;US298785KJ40;Bei Fx 3.875% Jun28 Usd;USD;1000;Senior;18/03/2025;;15/06/2028;;
21/03/2025;MOT;EUROMOT;AU3CB0319218;Bei Fx 4.1% Mar28 Aud;AUD;1000;Senior;07/03/2025;;07/03/2028;;
21/03/2025;MOT;EUROMOT;AU3CB0319226;Bei Sustainable Fx 4.85% Mar35 Aud;AUD;1000;Senior;07/03/2025;;07/03/2035;;
20/03/2025;EUROTLX;EUROTLX;IT0005639833;Bancasellaho Mc Mar35 T2 Call Eur;EUR;200000;;;;18/03/2035;;
20/03/2025;MOT;EUROMOT;EU000A4D8KD2;Eu Next Gen Fx 3.375% Dec35 Eur;EUR;1;Senior;18/03/2025;;12/12/2035;;
19/03/2025;EUROTLX;EUROTLX;XS2982327152;Gs Group Fx 4.1% Mar38 Call Eur;EUR;1000;;;;18/03/2038;;
19/03/2025;EUROTLX;EUROTLX;XS2982327582;Gs Group Fx 5.5% Mar38 Call Usd;USD;1000;;;;18/03/2038;;
19/03/2025;MOT;EUROMOT;XS3008626320;Adb Zc Mar35 Call Try;TRY;10000;Senior;03/03/2025;;03/03/2035;;
19/03/2025;MOT;EUROMOT;EU000A4D7ZW2;Bei Green Fx 2.5% May32 Eur;EUR;1000;Senior;11/03/2025;;14/05/2032;;
19/03/2025;MOT;EUROMOT;EU000A3L6Q75;Bei Fx 4.25% Oct30 Gbp;GBP;1000;Senior;11/03/2025;;22/10/2030;;
18/03/2025;EUROTLX;EUROTLX;US91282CMP31;Usa Fx 4.125% Feb27 Usd;USD;100;Senior;;;28/02/2027;;
18/03/2025;EUROTLX;EUROTLX;US91282CMG32;Usa Fx 4.25% Jan30 Usd;USD;100;Senior;;;31/01/2030;;
18/03/2025;EUROTLX;EUROTLX;US91282CMC28;Usa Fx 4.5% Dec31 Usd;USD;100;Senior;;;31/12/2031;;
18/03/2025;EUROTLX;EUROTLX;US91282CMM00;Usa Fx 4.625% Feb35 Usd;USD;100;Senior;;;15/02/2035;;
18/03/2025;EUROTLX;EUROTLX;US91282CLW90;Usa Fx 4.25% Nov34 Usd;USD;100;Senior;;;15/11/2034;;
18/03/2025;EUROTLX;EUROTLX;US91282CLK52;Usa Fx 3.625% Aug29 Usd;USD;100;Senior;;;31/08/2029;;
18/03/2025;EUROTLX;EUROTLX;US912810UJ50;Usa Fx 4.75% Feb45 Usd;USD;100;Senior;;;15/02/2045;;
18/03/2025;EUROTLX;EUROTLX;US912810UG12;Usa Fx 4.625% Feb55 Usd;USD;100;Senior;;;15/02/2055;;
18/03/2025;EUROTLX;EUROTLX;IT0005640260;Mediobanca Sustain Mc Sep35 T2 Call Eur;EUR;200000;Q;;;18/09/2035;;
18/03/2025;MOT;DOMESTICMOT;IT0005640260;Mediobanca Sustain Mc Sep35 T2 Call Eur;EUR;200000;Q;18/03/2025;;18/09/2035;;
17/03/2025;EUROTLX;EUROTLX;IT0005639858;Isp Fx 2.77% Mar28 Eur;EUR;100000;Senior;;;17/03/2028;;
14/03/2025;EUROTLX;EUROTLX;XS3012976372;Citigroup Gm Zc Mar45 Call Usd;USD;1000;Senior;;;14/03/2045;;
14/03/2025;EUROTLX;EUROTLX;XS3012975481;Citigroup Gm Zc Mar45 Call Eur;EUR;1000;Senior;;;14/03/2045;;
14/03/2025;MOT;EUROMOT;FR001400XZE0;Agencefseded Fx 30% Mar28 Try;TRY;5000000;Senior;06/03/2025;;06/03/2028;;
14/03/2025;MOT;EUROMOT;DE000BU2D012;Bund Fx 2.9% Aug56 Eur;EUR;1;Senior;12/03/2025;;15/08/2056;;
14/03/2025;MOT;EUROMOT;BE0000364738;Belgium Fx 3.45% Jun42 Eur;EUR;1;Senior;11/03/2025;;22/06/2042;;
14/03/2025;MOT;BTP;IT0005641029;Btp Fx 2.65% Jun28 Eur;EUR;1000;Senior;17/03/2025;;15/06/2028;;
13/03/2025;EUROTLX;EUROTLX;XS3016383294;Intesa Ass Fx 4.217% Mar35 T2 Call Eur;EUR;200000;Q;;;05/03/2035;;
13/03/2025;EUROTLX;EUROTLX;XS3017216097;Italgas Spa Fx 3.5% Mar34 Call Eur;EUR;100000;Senior;;;06/03/2034;;
13/03/2025;EUROTLX;EUROTLX;XS3009463996;Italgas Spa Fx 2.875% Mar30 Call Eur;EUR;100000;Senior;;;06/03/2030;;
12/03/2025;EUROTLX;EUROTLX;XS3015684361;Metro Ag Fx C.P. 4% Mar30 Call Eur;EUR;1000;Senior;;;05/03/2030;;
12/03/2025;MOT;EUROMOT;XS2388586401;Hungary Fx 2.125% Sep31 Usd;USD;200000;Senior;21/09/2021;;22/09/2031;;
12/03/2025;MOT;EUROMOT;XS2388586583;Hungary Fx 3.125% Sep51 Usd;USD;200000;Senior;21/09/2021;;21/09/2051;;
12/03/2025;MOT;EUROMOT;XS2386583145;Hungary Fx 0.125% Sep28 Eur;EUR;100000;Senior;21/09/2021;;21/09/2028;;
11/03/2025;EUROTLX;EUROTLX;XS2990296464;Deutschebank Mc Mar35 Call Eur;EUR;1000;Senior;;;06/03/2035;;
11/03/2025;EUROTLX;EUROTLX;XS2990296381;Deutschebank Mc Mar35 Call Usd;USD;2000;Senior;;;06/03/2035;;
11/03/2025;EUROTLX;EUROTLX;IT0005638298;Isp Fr Eur3m+0.5% Mar28 Eur;EUR;100000;Senior;;;11/03/2028;;
10/03/2025;EUROTLX;EUROTLX;IT0005638371;Unicredit Spa Oc Mar38 Call Eur;EUR;1000;Senior;;;10/03/2038;;
10/03/2025;MOT;DOMESTICMOT;IT0005638371;Unicredit Spa Oc Mar38 Call Eur;EUR;1000;Senior;10/03/2025;;10/03/2038;;
10/03/2025;MOT;EUROMOT;NL0015002F72;Netherlands Fx 2.5% Jul35 Eur;EUR;1;Senior;06/03/2025;;15/07/2035;;
07/03/2025;EUROTLX;EUROTLX;IT0005633042;Unicredit Spa Mc Ind Link Feb31 Eur;EUR;1000;Senior;;;28/02/2031;;
06/03/2025;MOT;EUROMOT;XS3003426635;Aiib Zc Feb45 Mxn;MXN;100000;Senior;21/02/2025;;21/02/2045;;
06/03/2025;MOT;EUROMOT;XS3002419995;Adb Zc Feb35 Call Try;TRY;100000;Senior;21/02/2025;;21/02/2035;;
06/03/2025;MOT;EUROMOT;EU000A1Z99W5;Esm Fx 2.75% Feb35 Eur;EUR;1;Senior;24/02/2025;;26/02/2035;;
05/03/2025;EUROTLX;EUROTLX;XS2965706216;Mediobanca Mc Ind Link Feb31 Eur;EUR;1000;Senior;;;28/02/2031;;
05/03/2025;MOT;EUROMOT;XS2906240028;Latvia Fx 3% Jan32 Eur;EUR;1000;Senior;24/09/2024;;24/01/2032;;
05/03/2025;MOT;EUROMOT;XS2740429076;Estonia Fx 3.25% Jan34 Eur;EUR;1000;Senior;17/01/2024;;17/01/2034;;
05/03/2025;MOT;EUROMOT;XS2532370231;Estonia Fx 4% Oct32 Eur;EUR;1000;Senior;12/10/2022;;12/10/2032;;
05/03/2025;MOT;EUROMOT;ES0000012O75;Obligaciones Fx 3.5% Jan41 Eur;EUR;1000;Senior;04/03/2025;;31/01/2041;;
03/03/2025;MOT;EUROMOT;XS1382696398;Bulgaria Fx 3% Mar28 Eur;EUR;100000;Senior;21/03/2016;;21/03/2028;;
03/03/2025;MOT;EUROMOT;XS1208855889;Bulgaria Fx 2.625% Mar27 Eur;EUR;100000;Senior;26/03/2015;;26/03/2027;;
03/03/2025;MOT;EUROMOT;XS1208856341;Bulgaria Fx 3.125% Mar35 Eur;EUR;100000;Senior;26/03/2015;;26/03/2035;;
28/02/2025;EUROTLX;EUROTLX;XS3008889175;Enel Fin Sdglink Fx 3.5% Feb36 Call Eur;EUR;100000;Senior;;;24/02/2036;;
28/02/2025;EUROTLX;EUROTLX;XS3008888953;Enel Fin Sdglink Fx2.625% Feb28 Call Eur;EUR;100000;Senior;;;24/02/2028;;
28/02/2025;EUROTLX;EUROTLX;XS3008889092;Enel Fin Sdglink Fx 3% Feb31 Call Eur;EUR;100000;Senior;;;24/02/2031;;
28/02/2025;EUROTLX;EUROTLX;IT0005634636;Mediobanca Fr Eur3m+0.35% Feb27 Eur;EUR;1000;Senior;;;27/02/2027;;
28/02/2025;MOT;EUROMOT;CH1418473448;Austria Green Fx 0.6825% Feb35 Chf;CHF;5000;Senior;26/02/2025;;26/02/2035;;
28/02/2025;MOT;BTP;IT0005637399;Btp Fx 2.95% Jul30 Eur;EUR;1000;Senior;03/03/2025;;01/07/2030;;
27/02/2025;MOT;EUROMOT;XS2979761926;Lithuania Fx 3.625% Jan40 Eur;EUR;1000;Senior;28/01/2025;;28/01/2040;;
27/02/2025;MOT;EUROMOT;XS2979761769;Lithuania Fx 2.875% Jan30 Eur;EUR;1000;Senior;28/01/2025;;28/01/2030;;
27/02/2025;MOT;EUROMOT;XS2841247583;Lithuania Fx 3.5% Jul31 Eur;EUR;1000;Senior;03/07/2024;;03/07/2031;;
27/02/2025;MOT;EUROMOT;XS2765498717;Lithuania Fx 3.5% Feb34 Eur;EUR;1000;Senior;13/02/2024;;13/02/2034;;
27/02/2025;MOT;EUROMOT;XS2604821228;Lithuania Fx 3.875% Jun33 Eur;EUR;1000;Senior;14/06/2023;;14/06/2033;;
27/02/2025;MOT;EUROMOT;XS2547270756;Lithuania Fx 4.125% Apr28 Eur;EUR;1000;Senior;25/10/2022;;25/04/2028;;
27/02/2025;MOT;EUROMOT;XS2168038847;Lithuania Fx 0.75% May30 Eur;EUR;1000;Senior;06/05/2020;;06/05/2030;;
27/02/2025;MOT;EUROMOT;XS2013677864;Lithuania Fx 0.5% Jun29 Eur;EUR;1000;Senior;19/06/2019;;19/06/2029;;
27/02/2025;MOT;EUROMOT;XS1619567677;Lithuania Fx 0.95% May27 Eur;EUR;1000;Senior;26/05/2017;;26/05/2027;;
27/02/2025;MOT;EUROMOT;XS1310032260;Lithuania Fx 2.125% Oct35 Eur;EUR;1000;Senior;22/10/2015;;22/10/2035;;
27/02/2025;MOT;EUROMOT;XS1130139667;Lithuania Fx 2.125% Oct26 Eur;EUR;100000;Senior;29/10/2014;;29/10/2026;;
26/02/2025;MOT;EUROMOT;FR001400XLW2;Oat Fx 2.4% Sep28 Eur;EUR;1;Senior;24/09/2024;;24/09/2028;;
26/02/2025;MOT;EUROMOT;EU000A3L6Q42;Bei Green Zc Feb35 Brl;BRL;5000;Senior;20/02/2025;;20/02/2035;;
25/02/2025;EUROTLX;EUROTLX;XS2049616894;Siemens Fin Fx 0.5% Sep34 Call Eur;EUR;1000;Senior;;;05/09/2034;;
25/02/2025;EUROTLX;EUROTLX;XS2049616621;Siemens Fin Fx 0.125% Sep29 Call Eur;EUR;1000;Senior;;;05/09/2029;;
25/02/2025;EUROTLX;EUROTLX;XS1955187932;Siemens Fin Fx 1.75% Feb39 Call Eur;EUR;1000;Senior;;;28/02/2039;;
25/02/2025;EUROTLX;EUROTLX;AU3TB0000135;Australia Fx 4.75% Apr27 Aud;AUD;1000;Senior;;;21/04/2027;;
25/02/2025;EUROTLX;EUROTLX;AU0000381832;Australia Fx 4.25% Mar36 Aud;AUD;1000;Senior;;;21/03/2036;;
25/02/2025;EUROTLX;EUROTLX;AU0000300535;Australia Fx 4.75% Jun54 Aud;AUD;1000;Senior;;;21/06/2054;;
25/02/2025;EUROTLX;EUROTLX;AU0000097495;Australia Fx 1.75% Jun51 Aud;AUD;1000;Senior;;;21/06/2051;;
25/02/2025;EUROTLX;EUROTLX;AU0000047003;Australia Fx 1.5% Jun31 Aud;AUD;1000;Senior;;;21/06/2031;;
25/02/2025;MOT;BTP;IT0005634800;Btp Piu' Sc Fb33 Eur;EUR;1000;Senior;25/02/2025;;25/02/2033;;
24/02/2025;MOT;EUROMOT;XS2996672437;Adb Green Zc Feb30 Try;TRY;10000;Senior;13/02/2025;;13/02/2030;;
24/02/2025;MOT;EUROMOT;EU000A2SCAR0;Efsf Fx 2.5% Jul28 Eur;EUR;1000;Senior;27/01/2025;;27/07/2028;;
21/02/2025;EUROTLX;EUROTLX;XS3003427872;Terna Green Fx 3.125% Feb32 Call Eur;EUR;100000;Senior;;;17/02/2032;;
21/02/2025;EUROTLX;EUROTLX;IT0005636011;Isp Fr Eur3m+0.73% Feb30 Eur;EUR;100000;Senior;;;21/02/2030;;
21/02/2025;EUROTLX;EUROTLX;IT0005635963;Isp Fx 2.52% Feb27 Eur;EUR;100000;Senior;;;21/02/2027;;
21/02/2025;MOT;EUROMOT;XS2974639770;Adb Fx 5.75% Jan30 Huf;HUF;1000000;Senior;23/01/2025;;23/01/2030;;
21/02/2025;MOT;EUROMOT;XS0773669972;Bei Fx 3.75% Jun32 Sek;SEK;10000;Senior;19/04/2012;;01/06/2032;;
21/02/2025;MOT;EUROMOT;US45950KDK34;Ifc Fx 4.5% Jan28 Usd;USD;1000;Senior;21/01/2025;;21/01/2028;;
20/02/2025;EUROTLX;EUROTLX;XS2953040735;Barclaysbank Fx 30% Feb28 Try;TRY;10000;Senior;;;20/02/2028;;
20/02/2025;EUROTLX;EUROTLX;XS2953025264;Barclaysbank Oc Feb50 Call Usd;USD;1000;Senior;;;20/02/2050;;
20/02/2025;EUROTLX;EUROTLX;IT0005631293;Mediobanca Mc Feb32 Eur;EUR;1000;Senior;;;19/02/2032;;
19/02/2025;EUROTLX;EUROTLX;IT0005635955;Unicredit Spa Sc Feb38 Usd;USD;2000;Senior;;;19/02/2038;;
